;Alternate Name;Artist;Author;Genre;Name;Plot;Status;Year of Release
3867;Cherry Blossom Front, Lovely Days, Sakura Zensen-A Memory of Lovely Days, Sakura Zensen: Lovely Days;OBAYASHI Miyuki;OBAYASHI Miyuki;['Romance', 'School Life', 'Shoujo', 'Tragedy'];Sakura Zensen;"From Silent Dream Scanlations:
At first, Sakura Nakahara, had a crush on Takehiko, her childhood friend who was cool, smart and excellent at sports. Lately, however, Sakura started to become really close with her 'supposed to be' enemy, Yuki. Yuki, on the other hand, knows that Sakura likes Take, and tries to help them get together.";Ongoing;2006
3868;Cupid II: Cherry Syndrome, Cupid No Itazura 2 Cherry Syndrome;KITAZAKI Taku;KITAZAKI Taku;['Comedy', 'Drama', 'Romance', 'Seinen'];Sakuranbo Syndrome;"""Progressive Rejuvenation Syndrome."" This is an extremely rare disease causing the inflicted person to gradually become younger. The main character of this story, Munenori Agawa, is the only person that could save Rena Amami from this odd disease. Agawa's saliva is the only thing that can halt the disease from making Rena younger, so they must kiss everyday in order for her to survive. This causes an immense amount of conflict and drama between Agawa and his new girlfriend, Sayako Asou. This triangle relationship story tests the capabilities and limitations of human love. ";Ongoing;2006
3869;Cherry Blossom-Blooming Syndrome, Exam-Success Syndrome, Sakurasaku Syndrome;HOSHI Renji;HOSHI Renji;['Comedy', 'Drama', 'Romance', 'School Life', 'Shounen', 'Slice of Life'];Sakurasaku Shoukougun;"Childhood friends Wakatake and Kagetora meet again after not seeing each other for more than 8 years.

Wakatake is a boy who takes his studies extremely seriously, studying to take over his parents' clinic one day. 

Kagetora is an impulsive girl, who spends most of her time fighting outside on the streets, instead of the classroom.

Now that Kagetora has decided to enter one of the most prestigious high schools of the country in order to pursue the love of her life, she needs Wakatake to help her to pass the entrance test...";Completed;2013
3870;;INOKUMA Shinobu;INOKUMA Shinobu;['Drama', 'Romance', 'School Life', 'Shounen', 'Slice of Life'];Salad Days;"Love is something that is fresh...like salads. Days when people experience love are days that will never be forgotten... These precious memories are ""salad days"".

Salad Days is a collection of one-shots about people and their first love, or finding new love. ";Completed;1998
3871;Salaryman Exorcist: Okumura Yukio no Aishu, Salaryman Exorcist: The Sorrows of Okumura Yukio;SASAKI Minoru;KATOU Kazue;['Comedy', 'Fantasy', 'School Life', 'Shounen', 'Supernatural'];Salaryman Futsumashi Okumura Yukio no Aishuu;"The official spin off of Ao no Exorcist.
";Ongoing;2013
3872;;PARK So Hee;PARK So Hee;['Comedy', 'Shoujo'];Salon H;A young very talented hairdresser (but with an obsession for scissors), is one day recruited by an old man. Finally, this is what he believes, until he discovers that the old man in question is the president of best hair salon in Seoul! He finally accepted the offer, and thus begins his story! Challenges, friendship, and delirious situations will fill his life now! And if love also pointed tip of his nose ... ?;Ongoing;2012
3873;;HA Il-Kwon;HA Il-Kwon;['Action', 'Drama', 'Josei', 'Romance', 'School Life', 'Slice of Life'];Sambong Barber Shop;"Ha Il Kwon's debut work. The ""beauty"" virus is spreading around the nation, targetting ugly girls and driving them to madness. Park Jangmi wonders - why must life be so unfair? As she ponders, she stumbles upon a mysterious barber shop, with a mysterious barber...";Completed;2008
3874;Love letters from the lonely, Love letters of the lonely;Nanoka;Nanoka;['Shoujoai', 'Supernatural'];Samishigariya no Love Letter;Yuuki is a university student bored with his ordinary life. One day after returning home after class, he finds a strange chocolate tin in his bag. Inside it is a letter with “I want a friend” written on it by an unknown sender. When he writes a reply as a joke, the next morning another letter is inside it…? Also included is Haru, Hinata no Koi and Koiiro Milky Way.;Ongoing;
3875;Samurai 8;Akira Okubo;Akira Okubo;['Action', 'Adventure', 'Mystery'];Samurai 8;;Ongoing;
3876;Samurai 8;Akira Okubo;Akira Okubo;['Action', 'Adventure', 'Mystery'];Samurai 8;;Ongoing;
3877;Samurai Beibii;WAKATSUKI Senju;WAKATSUKI Senju;['Comedy', 'Drama', 'Romance', 'School Life', 'Shoujo', 'Sports'];Samurai Baby;The two high school girls, Hanazono Mito and Tatsuda Seshiru, have been friends since kindergarten. But while Seshiru is an honour role student, Mito is constantly breaking school rules. One day, Mito helps Seshiru evade the advances of the arrogant Ran, a rich boy and model who mistakes Mito's interference for jealousy (because of course every woman wants Ran for herself! Yeah, right). This lands Mito in hot water with Ran's fangirls, who later gang up to kick her ass! A new transfer student with wild hair is the one who saves her, but he won't tell Mito his name...!? ;Completed;2002
3878;Samurai Champloo;;Watanabe, Shinichiro (Story), Gotsubo, Masaru (Art);['Action', 'Adventure', 'Comedy', 'Shounen'];Samurai Champloo;"Mugen is a rough-around-the-edges mercenary with a killer technique and nothing left to lose. Jin is a disciplined samurai who is as deadly as he is reserved. Fuu is a young waitress with a good heart and a resourcefulness that emerges when you least expect it. These three unlikely companions are about to begin a journey that will change all of their lives.

It is a dangerous quest for a mysterious samurai that will see our squabbling group of heroes get into and out of trouble more times than they can count (which admittedly, is not very high). From the cynical gentility of the nobles to the backstabbing of the Japanese underworld, Mugen, Jin and Fuu will face threats from without and within as they hurl insults and throwing stars alike. Ancient Japan is about to get a lethal dose of street justice -- Champloo style. And it will never be the same.";Completed;2004
3879;Samurai Deeper Kyo, SDK;Kamijyo, Akimine;Kamijyo, Akimine;['Action', 'Adventure', 'Comedy', 'Shounen'];Samurai Deeper Kyo;"At the dawn of the 17th century, at the end of the era of civil wars, in a world of chaos, the epic Battle of Sekigahara was joined. One man emerged from the largest battle ever fought on Japanese soil; a terrible warrior of unspeakable power, he was nicknamed \\\'the unconquerable.\\\'Kyoshiro is a peaceful medicine peddler who harbors the soul of an assassin. He accompanies a young bounty hunter across Japan in search of a murderer and on a quest to discover the terrible secret of his own identity.";Ongoing;1999
3880;;KOSUMI Fujiko;KOSUMI Fujiko;['Action', 'Comedy', 'School Life', 'Shoujo'];Samurai Drive;"In modern-day Japan, only the direct descendants of samurai are allowed to carry swords. In Takahara Ibuki's neighbourhood, rumors have been spreading about Shiroyasha - a mysterious swordsman who is said to attack other swordsmen. Many skilled sword-fighters have converged in the city with the hope of hunting down Shiroyasha.
On his way home from school, Ibuki witnesses a fight involving his classmate, Haruma Kokonoe, who is the strongest swordsman in their kendo club. Intrigued by Kokonoe's skill, he tries to discover more about this mysterious student...";Ongoing;2010
3881;;MIZUSAWA Shou;manglobe, TAKAGI Seiko;['Comedy', 'Shounen'];Samurai Flamenco - Another Days;;Ongoing;2013
3882;;;KASHIWABA Hiro (Story & Art);['Comedy', 'Gender Bender', 'School Life', 'Sci-Fi', 'Shounen'];Samurai High School;In a modern country where the government is controlled by a Martial Shogun and samurai receive much respect, there lives fraternal twins of the Sakakido family. Kou, the brother, is very feminine, excels at cooking, cleaning, arts and crafts. Tsukiko, the sister, is masculine, loves fighting and is a combat genius. The twins learn about the Samurai High School, where men test their strength and women test their femininity, but the only way they can attend is by swapping places. If they are to be found cheating, they will be executed so they have to overcome their gender differences and maintain their secret. ;Ongoing;2009
3883;Samurai Ragazzi - Sengoku Shounen Seihou Kenbunroku;KANEDA Tatsuya;KANEDA Tatsuya;['Action', 'Adventure', 'Shounen'];Samurai Ragazzi;Nobunaga was just taken out of power and there are signs of civil unrest even in the far reaches of Kyuushuu. A small precinct of Kyuushuu is ruled by the Harima family and headed by the 15 year old Harunobu who. despite everyone’s hopes, has no interest in war nor being a lord. Instead, he spends his time surveying the land to make maps or record plant and animal life. Harunobu’s dream is to create an encyclopedia that contains all the information in the world. So when the opportunity to travel the world and eventually end in Rome appears, Harunobu leaves the land in capable hands and sets sail on his journey that he has dreamed of his entire life.;Ongoing;2010
3884;Samurai Ragazzi - Sengoku Shounen Seihou Kenbunroku;KANEDA Tatsuya;KANEDA Tatsuya;['Action', 'Adventure', 'Shounen'];Samurai Ragazzi;Nobunaga was just taken out of power and there are signs of civil unrest even in the far reaches of Kyuushuu. A small precinct of Kyuushuu is ruled by the Harima family and headed by the 15 year old Harunobu who. despite everyone’s hopes, has no interest in war nor being a lord. Instead, he spends his time surveying the land to make maps or record plant and animal life. Harunobu’s dream is to create an encyclopedia that contains all the information in the world. So when the opportunity to travel the world and eventually end in Rome appears, Harunobu leaves the land in capable hands and sets sail on his journey that he has dreamed of his entire life.;Ongoing;2010
3885;Samurai Spirits - Haoumaru Jigokuyuki;Shiro Ohno;Shiro Ohno;['Martial Arts', 'Shounen'];Samurai Spirits - Haoumaru Jigokuyuki;"Samurai Spirits: Haohmaru Jigokugyo is a 1993 manga written by Shiro Ohno. The story takes place before the events of the first Samurai Shodown game and leads to second series by the same author where it adapts the first two games.

It follows Haohmaru, Charlotte, Nakoruru, Hanzo and Ukyo as they get face to face for the first time, with the resurrected Amakusa. The series is notable for introducing, for the first time, a demon samurai who looks exaclty like Haohmaru, a concept that will later be used by SNK for the story of Rasetsumaru in Samurai Shodown V.";Ongoing;
3886;;FUKUSHIMA Teppei;FUKUSHIMA Teppei;['Action', 'Comedy', 'Drama', 'Historical', 'Romance', 'Shounen'];Samurai Usagi;"The main character Udagawa Gosuke has received his father's dojo, mainly because his father and older brother were made to commit hara-kiri. He wasn't really supposed to get it simply because he's a second son. But due to the way his pops and brother died, he doesn't have a whole lot of self confidence, so he practices fencing day-by-day at a nearby dojo. However, because the people at that dojo are asses, he soon tries to invent a dojo and a style for people who just enjoy it.

However what really sets this aside from most shounen is that the main male and female characters are actually married. (At age 15 no less!)

The girl Utagawa Shino is the younger sister of his senpai, and is a bit...weird, to say the least. She makes rabbit masks to help bring in a bit of money, although to say that she's obsessed with rabbits would be an understatement. She claims it's because ""the rabbits will someday reach the moon."" When Gosuke invents his new dojo, he decides to make a style of swordsmanship known as ""Rabbit Style Fencing.""";Completed;2007
3887;;;Buronson (Story), IKEGAMI Ryoichi (Art);['Action', 'Drama', 'Mature', 'Seinen', 'Tragedy'];Sanctuary;"Two young men vow to transform the destiny of Japan, by any means. As children, they survived the horrors of the Cambodian killing fields together. Now, can they topple the leaders of both the Japanese Parliament and the yakuza crime syndicate?

Although cold and calculating when need be, Hojo and Asami exemplify the traits their colleagues lack: loyalty to friends, compassion for the downtroden...and an irresistible way with women.

Deputy Police Chief Ishihara sets out to expose their ingenious machinations, but instead falls helplessly in love with Hojo...

Note:
While this was originally 12 volumes in Japanese, when translated into English by Viz it was printed three ways: first in comic book form (each issue had 2 chapters), second in a 5-part 14-vol compilation of the comic books, and finally in a 9 volume manga series. Because the translation is so early, the books were flipped to English left-to-right orientation. The nine English volumes correspond to these compilation parts, floppy issues, and original chapters:

V1: Part 1, Issues 1-4, Chapters 01-12
V2: Part 1, Issues 5-9, Chapters 13-27
V3: Part 2, Issues 1-5, Chapters 01-13
V4: Part 2, Issues 5-9, Chapters 14-26
V5: Part 3, Issues 1-7, Chapters 01-13
V6: Part 3, Issues 7-8, Chapters 14-16; Part 4, Issues 1-5, Chapters 01-09
V7: Part 4, Issues 5-7, Chapters 10-14; Part 5, Issues 1-3, Chapters 01-05
V8: Part 5, Issues 3-8, Chapters 06-15
V9: Part 5, Issues 8-13, Chapters 16-22 ";Completed;1990
3888;;HAN Yu-Rang;HAN Yu-Rang;['Comedy', 'Romance', 'School Life', 'Shoujo'];Sandwich Girl;Lee Jaekyung, a violent girl, just wants to live a peaceful and normal high school life. She goes to the same high school that her crush, Yu Minwoo attends, and even learned to sew and cook just for him. She finally sees him again when he gives his student body president speech, but she also finds out that the annoying playboy Sejoon Kang, is also at her school. How does Jaekyung know Sejoon? What will happen next? ;Ongoing;2006
3889;Sangoku Rensenki - Otome no Heihou!, Heihou!, Sangoku Koi Senki, Sangoku Koi Senki - Otome no, Sangoku Rensenki ~Otome no Heihou!~;AZU Maya;Daisy2;['Adventure', 'Historical', 'Romance', 'Shoujo'];Sangoku Rensenki;"From Iskultrip Scans

Yamada Hana, a high school girl, woke up and found herself in a strange land after being enveloped by a bright light that came out from a mysterious book. There, Hana met a young man named Gentoku, and ended up staying with him and his army as ""Koumei's disciple""…";Ongoing;2011
3890;Records of the Three Kingdoms., Romance of the Three Kingdoms, Sangokushi (YOKOYAMA Mitsuteru), The Records of the Three Kingdoms.;YOKOYAMA Mitsuteru;YOKOYAMA Mitsuteru;['Action', 'Drama', 'Historical', 'Shounen', 'Tragedy'];Sangokushi;A manga adaptation of the famous Chinese literary classic, Romance of the Three Kingdoms.;Completed;1971
3891;Sanjin Sadou;;MIZUKAMI Satoshi;['Seinen', 'Supernatural'];Sanjin Sadou;Fubuki, a man with silver hair and black eyebrows, is somewhat of an expert at taking care of people's monster problems, for a price of course. Yoru is a strange orphan girl who runs across one of his fights with a demon cat and insists on becoming his student. The two of them make an amazing team, whether they're fighting monsters or (as happens more often than Yoru would like) running from them!;Ongoing;2003
3892;Sanju Mariko;Yuki Ozawa;Yuki Ozawa;['Drama', 'Josei', 'Romance'];Sanju Mariko;;Ongoing;
3893;Sanka Rea;HATTORI Mitsuru;HATTORI Mitsuru;['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Supernatural'];Sankarea;Furuya's obsessed with zombies. He collects any figurines, watches any movie, and plays any game with the living dead, and is even only interested in zombie girls. When his cat dies, Furuya begins trying to raise it from the dead using an ancient book of the occult he bought from a shop. But what will happen when he sees the idol of a nearby all girl's school walking close to where he conducts his experiment, wishing to die and be reborn as a different person?;Ongoing;2009
3894;;Silyeong;Silyeong;['Drama'];SANTA (SILYEONG);"After years in a abusive household, Bell fled from her hopeless situation.
After being left bloody and beaten on the side of the road, she experienced a Christmas miracle.";Ongoing;2015
3895;King of Bandits, King of Thieves;SAWADA Hirofumi;SAWADA Hirofumi;['Action', 'Comedy', 'Historical', 'Shounen'];Sanzokuou;"Nagakado [Seyu] was a fairly normal boy, albeit a trap genius. He and his father lived comfortably in a small town. However, that innocent family had secrets that Nagakado [Seyu] was only half-aware of. Everyone in the family line inherited a strange sword, a black katana that is much heavier than it looks and is only usable by people of Nagakado's [Seyu's] bloodline. They also passed on a strange star-shaped mark on their chests, and as Nagakado [Seyu] inherits the mark, the mark on his father's chest fades.

Soon after Nagakado [Seyu] learns his family's secrets, his father is accused of treason and is taken away to a larger city. He follows them, carrying along his heavy heirloom. Eventually, Nagakado [Seyu] finds that his father has been murdered, hence he sets out for revenge. Along the way, he meets a beautiful assassin named Natsume [ Megumi ] . What adventures could the future hold for these two?

Note:
The names in the [ ] are the names of the characters from the latest scanlated manga release of this series";Completed;2001
3896;Exposing Game;TOBINA Touya;TOBINA Touya;['Romance', 'School Life', 'Shoujo', 'Supernatural'];Sarashi Asobi;"Shinigami Ai is bored with his job and to seek enjoyment he has an interest in high school girl Ren who only has days left to live. She is the student council president at her school and really a good-hearted girl, but she is feared by the whole school because of her harsh way of speaking. Ai possesses her body and and exposes her kind, true nature and so enjoys his ""Sarashi Asobi (Exposing Game)"". But gradually he is starting to feel and interest in being with Ren... ";Ongoing;2008
3897;Saru Lock;;Serizawa, Naoki (Story & Art);['Action', 'Comedy', 'Ecchi', 'Mystery', 'Seinen'];Saru Lock;Sarumaru Yatarou is a single child of a Lock store, that has declined in business. His nick name is -Saru- (as is)!! Skills with locks are professional, head filled with imaginative girls, to a normal (?) him was a job request... And that was the start of a -incident-!!;Ongoing;2004
3898;Whispered Words, Sasamekikoto, Sasame Kikoto;;Ikeda, Takashi (Story);['Comedy', 'Romance', 'School Life', 'Shoujoai'];Sasamekikoto;This manga is about two best friends - Sumika Murasame and Ushio Kazama. Sumika is constantly and painfully beat over the head with Ushios love of -cute- girls. -Uncute-, athletic and sarcastic Sumika is in love with Ushio, however, the latter oblivious to it no matter what the former does - and outright stating that Sumika is not her type. When they spy a couple of girls in their class realize their feelings and form a club just for girls who like girls, things begin to seem like they are improving...;Ongoing;2007
3899;Emanon's Wanderings, Sasurai Emanon 2;TSURUTA Kenji;KAJIO Shinji;['Adventure', 'Drama', 'Slice of Life'];Sasurai Emanon;;Ongoing;2008
3900;Sato-kun no Juunan Seikatsu;Kaneshiki Swiss;Kaneshiki Swiss;['Comedy', 'Fantasy', 'School Life', 'Shoujo', 'Supernatural'];Satou-kun no Juunan Seikatsu;17-year-old Satou is part demon/part human boy with a facial expression set in stone. Enjoy his misadventures in the Makkai (the demon world) private high school as the only transfer student from Human world. On the first day of school Satou leaves a lasting impression on future monster classmates, and manages to tick off resident hot shot Grimreaper (aka talking bones), who's now dead set on seeking revenge for his humiliation - except when it comes to Satou things never go as planned...;Ongoing;2006
3901;"The blood highschool
Satou and Tanaka
Satou and Tanaka – The Blood High School
Satou-kun to Tanaka-san";;KOUGA Yun;['Josei', 'Romance', 'School Life', 'Supernatural'];Satou-kun to Tanaka-san - The Blood Highschool;Not Available Yet;Ongoing;2007
3902;Dosei Mansion;IWAOKA Hisae;IWAOKA Hisae;['Sci-Fi', 'Seinen', 'Slice of Life'];Saturn Apartments;Far in the future, humankind has evacuated the Earth in order to preserve it. Humans now reside in a gigantic structure that forms a ring around the Earth, thirty-five kilometers up in the sky. The society of the ring is highly stratified: the higher the floor, the greater the status. Mitsu, the lowly son of a window washer, has just graduated junior high. When his father disappears and is assumed dead, Mitsu must take on his father's occupation. As he struggles with the transition to working life, Mitsu's job treats him to an outsider's view into the various living-room dioramas of the Saturn Apartments. ;Ongoing;2006
3903;;Haruno Eri;Kuroi Ransuke;['Action', 'Psychological', 'Seinen', 'Supernatural'];Savanna Game - The Comic;"The story follows a young man named Kazuya Shibuya who receives an anonymous email message out of the blue one day: ""Won't you join the Savanna Game?"" The message is an invitation to a state-sanctioned killing game — a deadly role-playing game designed to motivate the inhibited youth of modern Japan. Shibuya and his two friends Kotegawa and Kudou find themselves in bizarre battles that span the space-time continuum, with everything from dragons to the Shinsengumi force of the shogunate era.";Ongoing;2012
3904;Black Jack ni Yoroshiku, BlackJack ni Yoroshiku;;Sato, Shuuhou (Story & Art);['Drama'];Say Hello To Black Jack;Saitou is a young doctor who just graduated. Starting his career as a doctor he finds there is a lot more to this profession than one would think. An intense drama about the dark side of the medical world.;Ongoing;2002-2006
3905;Suki tte Ii Na Yo, Say I Love You, Suki-tte Ii na yo;;Hazuki, Kanae (Story & Art);['Comedy', 'Romance', 'School Life', 'Shoujo', 'Smut'];Say I love You;"From Karma Falls Scanslations:

Mei Tachibana has spent her 16 years without making either boyfriend or friends. One day, she injures a popular boy in school, Yamato Kurosawa, because of a misunderstanding but for some reason it seems that he takes a liking to her and one-sidedly claims that they’re friends. Furthermore, he not only protects Mei from a stalker, he does it with a kiss…?!!";Ongoing;2008
3906;Say Say Say Manhwa;;Hwang, Mi Ri (Story & Art);['Comedy'];Say Say Say;"No matter where you are I can recognize you at one glance whether you are disguised or far away.Because it\'s our fate and destiny.

There is no other enemy like you!!You tackle and bother me on everything I do.Say and Yong-won are like enemies ready to attack-!!

Messed up and tangled Say’s and Yong-won’s sad but beautiful love story~";Ongoing;
3907;;ISAKI Uta;ISAKI Uta;['Action', 'Fantasy', 'Seinen'];Sayabito;;Ongoing;2009
3908;Sayonara Nippon, Farewell Japan;OTOMO Katsuhiro;OTOMO Katsuhiro;['Drama', 'Seinen', 'Slice of Life'];Sayonara Japan;"The experiences of two Japanese people who move to the US; one a judo teacher, the other a guitarist. ";Ongoing;1981
3909;Nante Bakana Koi Nanda;YAMANAKA Riko;YAMANAKA Riko;['Romance', 'Shoujo'];Sayonara no Jikan;"Collection of short stories including:
• When Saying Goodbye to Love
• Couple´s Temperature ~Lovers´ Moment~
• What a Silly Love (Nante Bakana Koi Nanda)
He hates girls that cry all the time. The reason why he's my friend is because I don't cry. If I'm his friend, I can stay be his side. Therefore, I absolutely can't cry in front of him.
- Intercross
• It´s Time to Be in Love
• It´s Time to Continue The First Love
• Lovers´ Moment";Completed;2008
3910;;AKASAKA Aka;SUGII Hikaru;['Drama', 'Romance', 'School Life', 'Seinen', 'Slice of Life'];Sayonara Piano Sonata;Enter Hikawa Naomi, son of a music critic and Ebisawa Mafuyu, a young prodigy pianist who suddenly dissapeared from the music world. Together they formed a rockband with members involved in classical and rock music.;Ongoing;2011
3911;Sayonara Terminal;Kurachi Yone;Kurachi Yone;['Comedy', 'Romance', 'Slice of Life'];Sayonara Terminal;"17-year-old Marimo lives a boring and listless life in a provincial town from which she can't wait to escape. One day, a new attendant at the train station catches her attention and from then on he never seems to be far away from her thoughts. And then she finds herself slowly changing, little by little...

";Ongoing;
3912;;Ayuko;Ayuko;['Drama', 'Romance', 'Shoujo', 'Tragedy'];Sayonara Watashitachi;"From Sumie:

The near future, the afterworld, and the perfectly normal present day. The five stories in this anthology revolve around the girls who deal with the uncertainties of fate; sometimes happy, other times grim.

Toki o Kakeru Mae ni (Before Crossing Time)
Otouto-kun (Little Brother)
Shitsuren Family Restaurant (Heartbreak Diner)
Us, you and me (Us, You and Me)
Sayonara Watashitachi (Good-bye, Us/Good-bye My Life)";Ongoing;2009
3913;Farewell Teacher Despair, Farewell Mr. Despair;;Kumeta, Kouji (Story & Art);['Comedy', 'School Life', 'Seinen', 'Shounen'];Sayonara Zetsubou Sensei;"A very tragic comedy about a deeply depressed teacher, whose attempts to commit suicide are constantly foiled, try to console his 32 students with their own weird problems ('What's with the students in my class? It's enough if I'm the one who's having troubles.' - Itoshiki Nozomu).
(source:Baka-Updates)";Ongoing;2008-5
3914;Sayonara, Boku no Goshujin-sama;Takase Roku;Takase Roku;['Drama', 'Psychological', 'Smut'];Sayonara, Boku no Goshujin-sama;;Ongoing;
3915;Sayonara, Hero;KOIZUMI Ren;KOIZUMI Ren;['Romance', 'School Life', 'Shoujo'];Sayonara, Hero.;When a boy she doesn't know confesses to her, Yoshinaga finds herself the victim of bullying at the hands of his girlfriend and her female classmates. She resolves to endure it alone, until a classmate stands up to the bullies and sweeps her off her feet (literally!). The closer they get, the more she comes to care for him... but little does she know, her hero is hiding a sad secret of his own.;Ongoing;2013
3916;Blood-Red Cross, Brilliant Red Cross, Cardinal Cross, Dark Red Cross;San Yue Tu;San Yue Tu;['Romance', 'Shoujo', 'Supernatural'];Scarlet Cross;"Destiny or a beautiful mistake? Tension will spread through the school...

In the midst of this tension, an exciting vampire dance will begin...";Ongoing;2012
3917;;Yi Huan;Yi Huan;['Gender Bender', 'Historical', 'Romance', 'Shoujo'];Scarlet Palace;As the war-torn kingdoms vie for power in Ancient China, a deadly yet beautiful struggle also emerges in the seraglio of the King of Ding (King Xun)! In order to gain the terrifying King Xun's favor, Ninghu's family is determined to make her the future Queen, but King Xun is not interested in his other concubines at all. Not willing to become just another neglected concubine, Ninghu disguises herself as an eunuch servant to her brother Yuanren, the second most powerful eunuch and adviser in the kingdom. However, the moment that she enters the Scarlet Palace, Lingyu, the most influential and favored eunuch, suspects that she is a girl and begins to investigate her! With the mysterious death of Lingyu's original servant, Ninghu decides to become Lingyu's personal servant in hope to approach King Xun. However, King Xun is absent from the palace, and as time goes on, Lingyu and Ninghu becomes more and more attracted to each other! Could they have fallen in love with each other?! ;Ongoing;2010
3918;School Beauty's Bodyguard;Yun Ren Er Dai;Yun Ren Er Dai;['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School Life'];School Beauty's Bodyguard;;Ongoing;
3919;School Beauty's Personal Master;;;['Action', 'Comedy', 'Drama', 'Martial Arts', 'Romance', 'School Life'];School Beauty's Personal Master;An unlikely once-in-a-lifetime master from the rural countryside, a mysterious jade pendant that can see into the future... Lin Yi is just an ordinary student, but he bears another heavy responsibility - to pursue the campus queen! And it’s on the orders of her dad! Although Lin Yi really doesn’t want to deal with this high-maintenance young lady, you can’t disobey your elders. He has no choice but to transfer to a school all the way in Songshan City...;Ongoing;
3920;School Days;;Overflow (Story), SAKAZUKI Homare (Art);['Drama', 'Romance', 'School Life', 'Shounen'];School Days;"The story revolves around a love triangle between the male protagonist, Makoto, and two girls in his year, Kotonoha and Sekai.

Makoto develops an interest in Kotonoha, and although they both take the same train to school, she seems to be unaware of his existence. One of his classmates, Sekai, gets the two together despite holding strong feelings towards Makoto.";Completed;2006-2007
3921;Animal Masculine High School;Bi Nu Ki;Bi Nu Ki;['Comedy', 'School Life', 'Slice of Life', 'Supernatural'];School in the Wild;"I want to become a human!
School for animals that admires humans.";Ongoing;2011
3922;;KOBAYASHI Jin;KOBAYASHI Jin;['Comedy', 'Drama', 'Romance', 'School Life', 'Shounen', 'Slice of Life'];School Rumble;"She's a second-year high school student with a single all-consuming question: Will the boy she likes ever really notice her? He's the school's most notorious juvenile delinquent and he's suddenly come to a shocking realization: He's got a huge crush, and now he must tell her how he feels.

NOTE: Ch 232 is actually Ch 231. It was a mistake, there were two 191 published. Now the mistake is corrected, so no Ch. 232. ";Ongoing;2002
3923;School Rumble 2;KOBAYASHI Jin;KOBAYASHI Jin;['Comedy', 'Drama', 'Romance', 'School Life', 'Shounen', 'Slice of Life'];School Rumble Z;A collection of comedic short stories that focus on a single male lead. Many of the characters in these stories look the same as the characters from school rumble, although every short story is very different, and these characters take on a number of very different roles. ;Ongoing;2008
3924;Chu Feng, Young Bee, Young Wasp;;Sun Heng (Story & Art);['Action', 'Comedy', 'Fantasy', 'Mecha', 'Romance', 'School Life', 'Sci-Fi'];School Shock;In XX AD, a new generation of arms race is emerging. “Vanguards” are the new type of weapons being used on the battlefield. Liu Li is a Vanguard that is about to retire. In her last 380 days she receives her final mission… ;Ongoing;2009
3925;School Fight;HARA Asumi;HARA Asumi;['Comedy', 'Romance', 'School Life', 'Shoujo'];School x Fight;Mirai is willing to fight to defend others. One day she defeats some thugs attacking Ryo, the idol of her school and is moved up to class 1, the top class, from the normal class 3. After defending a girl from class 0, the lowest class, from the arrogant members of class 1, she says that she wants out of the two-faced class 1. She is not only kicked out of class 1, but down graded to class 0, with the girl she defended and a mysterious black-haired boy she met earlier. The real fight begins now!;Completed;2006
3926;??????, School Zone;;INUKI Kanako (Story & Art);['Horror', 'Seinen'];School Zone;"From Dark Horse:
The Queen of Horror Manga, Kanako Inuki, brings you School Zone, a series about ordinary children who encounter the strange and terrifying at their very own school, and discover that many ghost stories, urban legends, and superstitions are truly and horribly real.";Completed;2009
3927;;Matsumoto Ichitaro;Matsumoto Ichitaro;['Adventure', 'Fantasy', 'School Life', 'Shounen'];SCHOOOL!!!;"School, 
hope and delusions, the future and the past, 
scars, chlorine and boredom. 
Taste of degraded caiten, roar of cicadas, cloud cover. ";Ongoing;2018
3928;;MARICO;DAIGO, EIKI Eiki;['Action', 'Comedy', 'Supernatural'];Scissor Sisters;Scissor sisters, think of sailor moon who are also hair dressers;Ongoing;2011
3929;S-Cry-Ed, s.CRY.ed;;KURODA Yousuke - YATATE Hajime (Story), TODA Yasunari (Art);['Action', 'Adventure', 'Sci-Fi', 'Shounen'];Scryed;22 years ago a mysterious seismic phenomenon rocked the Yokohama district, thrusting it miles into the sky and effectively separating it from the rest of Japan. In the following years, a fraction of the newborns in this fledgling world began to develop extraordinary powers, each unique to the personality of the possessor. These mutated humans became known as Alters and were responsible for turning the former Yokohama into a chaotic wasteland. Now, as the former metropolis continues to re-build itself, the Alters have fallen into two camps: those who have joined HOLY, a dogmatic organization that hopes to re-establish order and morality, and those who wish to lord over the comparatively weaker humans. Only Kazuma, a powerful Alter who's really only interested in looking out for himself and an orphan girl named Kanami, stands between them, suspicious of both sides and unaware that he may hold the key to harmonious co-existence. ;Completed;2001
3930;;KUSUNOKI Rinka;KUSUNOKI Rinka;['Fantasy', 'Shounen', 'Supernatural'];Scuro;"Rayet, codenamed Scuro, works as an assasin for the infamous group Scarlet. His soul job is to assassinate other assassins as part of the ""clean up team"". Sick of taking lives, Rayet attempts to leave Scarlet. With the help of a fortune teller named Junki and his assistant Ritsuna, Rayet may just succeed. However, Scarlet doesn't intend to let him leave alive.
";Ongoing;2008
